ANO,FASE,IDADE,GENERO,ANO_INGRESSO,INSTITUICAO_ENSINO,IAA,IEG,IPS,IDA,IND_PV,IAN,IPP,NOTA_MATEM,NOTA_PORT,POSSUI_DEFASAGEM,INDE_ATUAL,IPP_IMPUTADO
2022,1,11.0,0,2022,1,9.0,9.7,7.5,6.0,7.833,5.0,7.8125,5.0,7.0,1,7.475,1
2022,1,10.0,1,2022,1,8.0,8.8,7.5,6.9,8.167,5.0,7.8125,6.5,7.3,1,7.451,1
2022,0,9.0,0,2021,1,8.5,8.2,8.1,8.8,7.417,5.0,6.875,8.8,8.8,1,7.617,1
2022,0,9.0,1,2021,1,8.5,8.5,8.1,8.8,6.75,5.0,6.875,8.5,9.1,1,7.48,1
2022,0,8.0,1,2022,1,8.5,9.2,8.1,9.2,8.583,10.0,6.875,9.4,8.9,0,8.65,1
2022,0,8.0,0,2022,1,9.5,8.7,8.1,8.0,6.333,10.0,6.875,8.9,7.0,0,7.862,1
2022,0,8.0,0,2022,1,10.0,6.6,8.1,7.4,7.083,10.0,6.875,8.8,5.9,0,7.576,1
2022,0,9.0,0,2021,1,8.5,8.6,8.1,9.3,8.167,5.0,6.875,9.5,9.1,1,7.911,1
2022,0,8.0,1,2021,1,10.0,9.4,7.5,7.3,8.583,10.0,6.875,7.7,6.8,0,8.358,1
2022,0,9.0,0,2022,1,9.0,10.0,6.9,7.3,9.5,5.0,6.875,7.5,7.0,1,8.0,1
2022,0,10.0,0,2020,1,9.0,8.2,7.5,6.3,7.833,5.0,6.875,6.7,5.8,1,7.172,1
2022,0,10.0,1,2019,1,9.5,8.8,7.5,7.4,7.75,5.0,6.875,8.0,6.8,1,7.518,1
2022,0,10.0,0,2022,1,8.5,8.5,6.9,6.5,8.0,5.0,6.875,6.5,6.5,1,7.204,1
2022,0,11.0,0,2022,1,9.5,9.1,7.5,7.0,8.083,5.0,6.875,7.0,7.0,1,7.625,1
2022,0,10.0,0,2022,1,7.9,5.0,7.5,4.0,8.083,5.0,6.875,8.0,0.0,1,6.011,1
2022,0,7.0,0,2022,1,9.5,7.5,8.1,9.3,7.917,10.0,6.875,9.0,9.6,0,8.26,1
2022,0,9.0,0,2022,1,9.0,6.2,5.0,8.0,7.833,5.0,6.875,8.0,8.0,1,6.864,1
2022,0,9.0,1,2022,1,7.5,8.6,8.1,8.8,8.083,5.0,6.875,9.2,8.5,1,7.729,1
2022,0,9.0,0,2022,1,8.5,9.0,8.1,8.3,8.0,5.0,6.875,9.0,7.5,1,7.703,1
2022,0,9.0,0,2022,1,8.5,9.7,7.5,7.9,7.917,5.0,6.875,8.0,7.8,1,7.771,1
2022,0,9.0,1,2022,1,7.4,7.9,5.6,5.8,6.667,5.0,6.875,6.0,5.5,1,6.433,1
2022,0,9.0,1,2022,1,9.5,9.5,7.5,7.0,7.417,5.0,6.875,7.2,6.8,1,7.541,1
2022,0,8.0,1,2022,1,10.0,9.2,8.1,9.4,7.917,10.0,6.875,9.6,9.3,0,8.68,1
2022,0,9.0,1,2021,1,9.5,8.9,8.1,6.9,7.917,5.0,6.875,7.0,6.8,1,7.569,1
2022,0,7.0,1,2022,1,9.5,9.8,8.1,5.7,7.667,10.0,6.875,5.0,6.3,0,7.944,1
2022,0,8.0,0,2022,1,10.0,9.0,8.1,8.1,7.917,10.0,6.875,8.2,8.0,0,8.378,1
2022,0,8.0,1,2021,1,9.0,3.1,7.5,2.5,2.5,10.0,6.875,2.2,2.8,0,4.28,1
2022,0,9.0,1,2021,1,8.5,9.0,7.5,6.6,8.167,5.0,6.875,6.5,6.7,1,7.441,1
2022,0,11.0,0,2021,1,7.0,9.3,7.5,8.4,8.083,5.0,6.875,8.8,8.0,1,7.675,1
2022,0,9.0,0,2021,1,9.0,9.8,2.5,8.1,8.083,5.0,6.875,8.0,8.2,1,7.44,1
2022,0,9.0,0,2022,1,5.2,9.2,7.5,7.1,6.0,5.0,6.875,7.5,6.7,1,6.658,1
2022,0,9.0,1,2022,1,9.0,8.7,7.5,9.2,7.083,5.0,6.875,9.2,9.2,1,7.738,1
2022,0,10.0,0,2021,1,9.0,9.3,7.5,8.7,7.417,5.0,6.875,8.7,8.7,1,7.755,1
2022,0,8.0,1,2022,1,10.0,8.6,5.0,6.8,7.0,10.0,6.875,7.0,6.7,0,7.387,1
2022,0,10.0,0,2021,1,7.5,7.4,5.0,5.1,6.833,5.0,6.875,5.3,4.8,1,6.099,1
2022,0,10.0,0,2022,1,9.0,8.6,5.0,7.2,6.583,5.0,6.875,7.7,6.6,1,6.741,1
2022,0,10.0,0,2022,1,9.5,6.2,7.5,7.1,6.333,5.0,6.875,7.0,7.2,1,6.634,1
2022,0,10.0,1,2021,1,9.5,6.7,7.5,9.1,8.417,5.0,6.875,9.1,9.1,1,7.659,1
2022,0,10.0,1,2020,1,10.0,8.1,6.9,8.5,8.083,5.0,6.875,8.8,8.2,1,7.679,1
2022,0,9.0,0,2022,1,8.0,8.4,7.5,7.3,7.583,5.0,6.875,7.1,7.6,1,7.282,1
2022,0,10.0,1,2022,1,9.5,3.5,7.5,2.3,7.083,5.0,6.875,2.3,2.3,1,5.313,1
2022,0,10.0,0,2020,1,9.5,8.9,5.0,6.9,8.0,5.0,6.875,7.0,6.8,1,7.285,1
2022,0,9.0,0,2022,1,9.0,7.9,6.3,3.5,6.0,5.0,6.875,4.0,3.0,1,6.04,1
2022,0,11.0,0,2019,1,8.0,5.1,5.0,8.0,5.833,5.0,6.875,8.7,7.3,1,6.026,1
2022,0,9.0,0,2021,1,10.0,8.7,7.5,7.8,7.25,5.0,6.875,8.0,7.7,1,7.42,1
2022,0,11.0,0,2019,1,9.0,6.9,5.6,8.0,7.25,5.0,6.875,8.5,7.5,1,6.953,1
2022,0,9.0,1,2022,1,8.5,8.7,4.4,4.9,7.917,5.0,6.875,4.8,5.0,1,6.656,1
2022,0,9.0,0,2022,1,8.9,8.1,7.5,6.7,5.417,5.0,6.875,7.3,6.0,1,6.525,1
2022,0,10.0,1,2021,1,9.0,7.3,7.5,5.4,7.917,5.0,6.875,5.0,5.8,1,6.832,1
2022,0,8.0,1,2022,1,8.0,8.9,6.3,9.2,7.417,10.0,6.875,9.2,9.2,0,8.093,1
2022,0,10.0,1,2021,1,9.0,4.6,7.5,4.2,6.083,5.0,6.875,5.0,3.3,1,5.552,1
2022,0,9.0,1,2021,1,8.0,5.9,7.5,7.6,7.083,5.0,6.875,7.3,7.8,1,6.731,1
2022,0,8.0,1,2021,1,9.5,8.1,7.5,7.6,7.917,10.0,6.875,8.2,7.0,0,7.973,1
2022,0,9.0,1,2021,1,10.0,8.1,4.4,8.1,8.333,5.0,6.875,7.8,8.3,1,7.41,1
2022,0,8.0,1,2022,1,10.0,6.6,8.1,5.5,8.167,10.0,6.875,5.3,5.7,0,7.426,1
2022,0,8.0,1,2022,1,9.5,5.9,5.6,5.6,8.0,10.0,6.875,2.9,8.3,0,6.931,1
2022,0,8.0,0,2022,1,8.0,5.9,8.1,5.0,5.5,10.0,6.875,4.0,6.0,0,6.33,1
2022,0,7.0,1,2022,1,10.0,7.5,7.5,4.4,6.583,10.0,6.875,5.8,3.0,0,6.985,1
2022,0,8.0,0,2022,1,9.0,7.7,8.1,8.4,6.75,10.0,6.875,9.3,7.4,0,7.736,1
2022,0,8.0,1,2022,1,9.5,7.3,8.1,9.1,8.167,10.0,6.875,9.3,8.9,0,8.244,1
2022,0,8.0,1,2022,1,10.0,8.7,8.1,8.1,7.25,10.0,6.875,8.5,7.8,0,8.155,1
2022,0,10.0,1,2021,1,10.0,8.2,8.8,8.3,8.25,5.0,6.875,8.7,8.0,1,7.902,1
2022,0,10.0,1,2019,1,9.0,8.5,6.9,7.3,7.083,5.0,6.875,7.3,7.2,1,7.151,1
2022,0,9.0,0,2022,1,9.0,7.9,8.8,7.2,7.5,5.0,6.875,7.5,6.8,1,7.347,1
2022,0,9.0,1,2022,1,9.5,8.5,5.6,5.1,6.917,5.0,6.875,6.0,4.2,1,6.684,1
2022,0,10.0,1,2022,1,9.5,7.2,5.6,7.3,7.417,5.0,6.875,8.0,6.5,1,6.952,1
2022,0,10.0,1,2021,1,9.0,9.0,5.6,7.3,8.583,5.0,6.875,7.8,6.7,1,7.485,1
2022,0,10.0,0,2022,1,9.0,8.5,5.6,5.4,7.0,5.0,6.875,4.7,6.2,1,6.707,1
2022,0,9.0,1,2022,1,9.5,9.2,5.6,9.0,9.167,5.0,6.875,8.5,9.5,1,8.058,1
2022,0,8.0,1,2022,1,8.5,8.1,5.6,5.7,7.5,10.0,6.875,7.7,3.7,0,7.227,1
2022,0,8.0,0,2022,1,6.4,7.3,5.6,5.9,7.083,10.0,6.875,6.0,5.8,0,6.82,1
2022,0,9.0,1,2022,1,8.5,9.0,5.6,7.2,7.5,5.0,6.875,7.3,7.0,1,7.218,1
2022,0,10.0,1,2022,1,9.5,8.4,5.6,6.3,7.417,5.0,6.875,7.3,5.2,1,6.896,1
2022,0,9.0,1,2022,1,8.5,8.7,5.0,7.3,7.5,5.0,6.875,8.3,6.2,1,7.097,1
2022,0,9.0,1,2022,1,10.0,7.9,5.6,4.8,7.5,5.0,6.875,4.8,4.8,1,6.672,1
2022,0,8.0,1,2022,1,9.5,9.7,5.6,6.2,7.5,10.0,6.875,6.0,6.3,0,7.742,1
2022,0,9.0,0,2021,2,9.0,8.5,5.6,8.1,7.75,5.0,6.875,8.5,7.7,1,7.382,1
2022,0,8.0,0,2022,1,8.0,9.1,5.6,7.2,7.417,10.0,6.875,7.7,6.7,0,7.656,1
2022,0,11.0,1,2022,1,10.0,7.6,7.5,8.8,7.917,5.0,6.875,8.2,9.4,1,7.676,1
2022,0,9.0,0,2022,1,10.0,9.0,7.5,9.1,8.25,5.0,6.875,9.6,8.6,1,8.084,1
2022,0,9.0,0,2022,1,9.5,7.7,7.5,8.8,7.25,5.0,6.875,9.5,8.1,1,7.484,1
2022,0,10.0,0,2019,1,9.5,8.9,4.4,6.8,5.167,5.0,6.875,7.1,6.4,1,6.344,1
2022,0,11.0,0,2022,1,8.5,5.8,7.5,3.8,6.167,5.0,6.875,2.7,4.9,1,5.246,1
2022,0,11.0,1,2022,1,10.0,9.0,7.5,9.5,8.417,5.0,6.875,9.6,9.4,1,8.197,1
2022,0,8.0,1,2022,1,9.5,8.6,7.5,9.1,8.417,10.0,6.875,9.4,8.8,0,8.481,1
2022,0,9.0,0,2022,1,10.0,5.8,4.4,7.9,6.917,5.0,6.875,7.8,8.1,1,6.602,1
2022,0,8.0,0,2022,1,9.5,9.2,6.9,9.5,8.083,10.0,6.875,9.8,9.3,0,8.566,1
2022,0,9.0,0,2022,1,10.0,7.9,7.5,5.7,7.25,5.0,6.875,5.6,5.8,1,6.976,1
2022,0,9.0,1,2022,1,9.5,9.3,7.5,9.7,8.5,5.0,6.875,9.9,9.6,1,8.26,1
2022,0,9.0,0,2022,1,9.0,9.1,7.5,8.1,8.333,5.0,6.875,8.0,8.2,1,7.911,1
2022,0,10.0,1,2021,1,9.0,8.6,7.5,7.5,7.833,5.0,6.875,8.3,6.7,1,7.563,1
2022,0,11.0,0,2021,1,9.0,9.2,7.5,8.8,8.917,5.0,6.875,9.3,8.2,1,8.172,1
2022,0,9.0,0,2022,1,10.0,9.4,7.5,8.2,8.25,5.0,6.875,8.8,7.5,1,8.06,1
2022,0,12.0,0,2022,1,10.0,9.7,7.5,6.7,7.083,2.5,6.875,7.3,6.0,1,7.28,1
2022,0,10.0,1,2021,1,9.5,9.7,7.5,6.5,7.167,5.0,6.875,6.3,6.7,1,7.402,1
2022,0,8.0,0,2022,1,9.0,8.8,7.5,7.5,7.667,10.0,6.875,7.2,7.8,0,8.004,1
2022,0,9.0,0,2022,1,8.5,9.3,7.5,4.3,7.417,5.0,6.875,5.0,3.7,1,6.902,1
2022,0,11.0,1,2020,1,10.0,9.5,7.5,8.7,8.333,5.0,6.875,8.5,8.8,1,8.185,1
2022,0,10.0,0,2021,1,9.5,9.0,7.5,7.0,7.583,5.0,6.875,7.3,6.7,1,7.511,1
2022,0,10.0,1,2021,1,9.0,10.0,7.5,7.1,7.583,5.0,6.875,7.0,7.2,1,7.646,1
2022,0,9.0,1,2022,1,10.0,7.5,7.5,7.9,8.5,5.0,6.875,9.6,6.2,1,7.598,1
2022,0,7.0,0,2022,1,9.5,8.9,7.5,8.3,7.333,10.0,6.875,8.5,8.1,0,8.143,1
2022,0,7.0,1,2022,1,10.0,8.3,7.5,7.0,7.5,10.0,6.875,7.2,6.9,0,7.873,1
2022,0,11.0,0,2021,1,9.0,5.4,7.5,9.2,7.25,5.0,6.875,9.3,9.2,1,6.994,1
2022,0,9.0,1,2022,1,10.0,6.8,5.0,8.1,7.083,5.0,6.875,9.3,6.8,1,6.922,1
2022,0,8.0,1,2022,1,10.0,7.8,7.5,6.1,7.417,10.0,6.875,7.8,4.4,0,7.587,1
2022,0,10.0,0,2021,1,7.9,5.7,4.4,5.7,6.417,5.0,6.875,5.5,5.8,1,5.79,1
2022,0,9.0,1,2022,1,0.0,4.3,4.4,1.7,6.333,5.0,6.875,0.0,3.3,1,3.898,1
2022,0,8.0,0,2022,1,8.0,7.7,7.5,5.3,7.0,10.0,6.875,6.5,4.0,0,7.096,1
2022,0,9.0,1,2021,1,10.0,6.7,7.5,7.1,8.833,5.0,6.875,6.0,8.2,1,7.432,1
2022,0,10.0,0,2022,1,9.5,5.0,7.5,2.6,7.083,5.0,6.875,2.2,3.0,1,5.702,1
2022,0,9.0,1,2022,1,8.0,7.6,7.5,6.9,7.167,5.0,6.875,6.3,7.5,1,6.955,1
2022,0,9.0,1,2021,1,10.0,8.9,7.5,8.3,7.75,5.0,6.875,8.0,8.5,1,7.786,1
2022,0,8.0,0,2022,1,9.5,8.4,7.5,6.0,7.0,10.0,6.875,5.7,6.3,0,7.485,1
2022,0,8.0,0,2021,1,9.5,5.8,7.5,6.0,6.917,10.0,6.875,4.7,7.3,0,6.996,1
2022,0,9.0,0,2022,1,9.5,10.0,7.5,8.2,9.25,5.0,6.875,7.8,8.5,1,8.34,1
2022,0,9.0,1,2022,1,9.0,8.6,7.5,8.4,7.667,5.0,6.875,8.8,8.0,1,7.642,1
2022,0,11.0,0,2019,1,9.0,9.5,5.6,6.1,7.167,5.0,6.875,6.3,5.8,1,7.004,1
2022,0,8.0,0,2022,1,8.5,9.5,7.5,3.4,7.25,10.0,6.875,4.2,2.7,0,7.205,1
2022,0,8.0,0,2021,2,10.0,9.3,5.6,8.0,8.667,10.0,6.875,7.8,8.2,0,8.264,1
2022,0,7.0,1,2022,1,9.0,9.4,7.5,4.2,7.417,10.0,6.875,3.7,4.7,0,7.405,1
2022,0,11.0,1,2022,1,9.0,8.9,7.5,7.8,7.417,5.0,6.875,8.5,7.2,1,7.504,1
2022,0,11.0,1,2022,1,9.5,8.7,7.5,6.5,8.5,5.0,6.875,6.3,6.7,1,7.507,1
2022,0,9.0,1,2022,1,9.5,8.0,7.5,6.2,7.167,5.0,6.875,6.5,5.8,1,7.025,1
2022,0,10.0,0,2022,1,9.5,7.6,7.5,6.0,7.333,5.0,6.875,6.0,6.0,1,6.894,1
2022,0,8.0,1,2022,1,9.5,8.9,7.5,4.1,7.333,10.0,6.875,3.7,4.5,0,7.335,1
2022,0,8.0,1,2022,1,9.0,9.7,7.5,7.3,7.333,10.0,6.875,8.0,6.5,0,8.064,1
2022,0,10.0,1,2022,1,9.5,9.3,7.5,5.4,7.667,5.0,6.875,5.8,5.0,1,7.232,1
2022,0,10.0,0,2021,1,9.0,8.5,7.5,7.3,7.5,5.0,6.875,8.2,6.5,1,7.217,1
2022,0,10.0,0,2022,1,8.0,8.3,7.5,6.3,7.667,5.0,6.875,7.0,5.7,1,7.049,1
2022,0,10.0,1,2022,1,8.0,9.6,7.5,7.8,7.917,5.0,6.875,8.5,7.2,1,7.676,1
2022,0,8.0,0,2022,1,8.0,5.4,7.5,6.1,7.5,10.0,6.875,6.3,5.8,0,6.818,1
2022,0,9.0,0,2022,1,7.0,6.6,7.5,6.8,7.5,5.0,6.875,7.2,6.3,1,6.644,1
2022,0,9.0,0,2021,1,9.0,9.0,7.5,8.3,8.333,5.0,6.875,9.0,7.5,1,7.831,1
2022,0,10.0,1,2022,1,10.0,7.2,7.5,6.3,7.417,5.0,6.875,6.5,6.0,1,6.98,1
2022,0,10.0,0,2022,1,10.0,8.4,6.3,4.8,7.667,5.0,6.875,5.5,4.0,1,6.848,1
2022,0,8.0,0,2021,1,9.5,9.0,7.5,8.8,7.333,10.0,6.875,8.7,8.9,0,8.279,1
2022,0,8.0,0,2022,1,9.5,7.3,7.5,6.6,7.917,10.0,6.875,5.0,8.2,0,7.561,1
2022,0,8.0,0,2022,1,9.5,8.7,6.3,9.0,7.5,10.0,6.875,9.5,8.6,0,8.121,1
2022,0,8.0,0,2022,1,10.0,9.1,6.3,9.3,8.0,10.0,6.875,9.7,8.8,0,8.361,1
2022,0,7.0,0,2022,1,10.0,6.6,6.3,6.3,7.417,10.0,6.875,5.5,7.1,0,7.259,1
2022,0,8.0,0,2021,1,8.5,9.1,5.0,9.6,7.25,10.0,6.875,9.7,9.5,0,7.887,1
2022,0,9.0,1,2021,1,8.9,5.7,5.6,7.3,7.667,5.0,6.875,8.9,5.7,1,6.575,1
2022,0,8.0,0,2022,1,9.0,8.1,5.6,7.4,7.333,10.0,6.875,8.3,6.6,0,7.497,1
2022,0,8.0,0,2022,1,9.5,6.5,6.9,6.0,7.417,10.0,6.875,6.7,5.3,0,7.093,1
2022,0,9.0,0,2022,1,8.9,9.0,6.9,7.5,8.417,5.0,6.875,7.8,7.2,1,7.592,1
2022,0,9.0,0,2022,1,10.0,7.9,5.6,6.5,7.0,5.0,6.875,7.7,5.3,1,6.81,1
2022,0,9.0,1,2022,1,10.0,9.3,7.5,9.6,9.417,5.0,6.875,9.5,9.7,1,8.513,1
2022,0,8.0,1,2022,1,10.0,8.7,6.3,7.1,7.417,10.0,6.875,7.7,6.5,0,7.819,1
2022,0,7.0,0,2022,1,9.5,7.3,7.5,6.2,7.5,10.0,6.875,6.5,5.8,0,7.483,1
2022,0,8.0,0,2022,1,10.0,7.9,7.5,7.3,7.333,10.0,6.875,8.0,6.5,0,7.741,1
2022,0,9.0,0,2022,1,9.5,10.0,6.9,6.0,7.583,5.0,6.875,7.7,4.3,1,7.417,1
2022,0,10.0,0,2022,1,9.0,7.0,7.5,4.6,6.917,5.0,6.875,5.2,4.0,1,6.342,1
2022,0,10.0,0,2022,1,8.0,8.4,7.5,6.1,7.083,5.0,6.875,6.5,5.7,1,6.922,1
2022,0,10.0,1,2021,1,10.0,6.0,7.5,2.8,7.167,5.0,6.875,4.0,1.7,1,5.989,1
2022,0,8.0,0,2022,1,10.0,4.4,6.9,6.0,7.333,10.0,6.875,7.0,5.0,0,6.799,1
2022,0,9.0,1,2021,1,7.5,8.2,6.9,7.6,7.917,5.0,6.875,8.3,6.8,1,7.25,1
2022,0,8.0,0,2022,1,9.5,9.6,7.5,5.4,7.5,10.0,6.875,4.3,6.5,0,7.776,1
2022,0,10.0,1,2022,1,9.5,7.0,7.5,7.6,8.667,5.0,6.875,7.7,7.5,1,7.412,1
2022,0,9.0,1,2022,1,9.5,7.1,7.5,6.9,7.833,5.0,6.875,7.3,6.5,1,7.139,1
2022,0,8.0,1,2022,1,9.0,8.6,7.5,7.8,7.5,10.0,6.875,8.2,7.5,0,8.003,1
2022,0,9.0,1,2022,1,10.0,8.6,7.5,6.0,7.5,5.0,6.875,5.8,6.2,1,7.234,1
2022,0,9.0,0,2022,1,9.5,9.2,7.5,7.2,7.167,5.0,6.875,7.3,7.0,1,7.41,1
2022,0,9.0,0,2022,1,10.0,9.2,7.5,8.8,8.833,5.0,6.875,8.8,8.8,1,8.179,1
2022,0,9.0,0,2022,1,10.0,9.5,7.5,7.8,7.583,5.0,6.875,8.2,7.5,1,7.791,1
2022,0,9.0,0,2022,1,9.0,9.0,7.5,9.0,9.083,5.0,6.875,9.2,8.8,1,8.136,1
2022,0,8.0,0,2022,1,6.9,7.3,7.5,7.5,6.667,10.0,6.875,7.6,7.3,0,7.263,1
2022,0,9.0,0,2022,1,8.5,8.3,7.5,9.2,7.583,5.0,6.875,9.0,9.3,1,7.665,1
2022,0,8.0,0,2022,1,8.5,9.0,7.5,8.8,7.5,10.0,6.875,9.2,8.3,0,8.207,1
2022,0,9.0,0,2022,1,10.0,7.4,7.5,6.3,9.417,5.0,6.875,6.6,5.9,1,7.461,1
2022,0,9.0,1,2022,1,0.0,5.1,7.5,5.4,6.583,5.0,6.875,5.8,5.0,1,5.198,1
2022,0,8.0,0,2022,1,9.0,8.2,7.5,7.8,7.5,10.0,6.875,9.6,5.9,0,7.875,1
2022,0,11.0,0,2022,1,8.5,8.5,7.5,7.2,7.5,5.0,6.875,8.6,5.8,1,7.3,1
2022,0,8.0,1,2022,1,7.5,8.3,7.5,9.1,8.25,10.0,6.875,9.1,9.1,0,7.952,1
2022,0,8.0,1,2022,1,8.5,9.0,7.5,9.2,8.417,10.0,6.875,9.8,8.5,0,8.538,1
2022,0,8.0,0,2022,1,0.0,5.0,8.1,5.9,8.333,10.0,6.875,6.0,5.8,0,6.253,1
2022,0,8.0,1,2022,1,10.0,8.8,7.5,8.7,8.417,10.0,6.875,9.1,8.3,0,8.491,1
2022,0,7.0,1,2022,1,9.0,7.2,7.5,5.9,7.917,10.0,6.875,7.7,4.0,0,7.412,1
2022,0,9.0,0,2022,1,7.9,8.2,4.4,7.7,7.417,5.0,6.875,7.8,7.6,1,6.839,1
2022,0,9.0,0,2022,1,9.5,7.0,7.5,9.0,7.833,5.0,6.875,9.8,8.1,1,7.488,1
2022,0,9.0,0,2022,1,8.5,8.3,7.5,9.1,7.417,5.0,6.875,9.8,8.3,1,7.369,1
2022,0,8.0,0,2022,1,10.0,7.3,7.5,8.5,7.167,10.0,6.875,8.1,8.8,0,7.641,1
2022,0,8.0,0,2022,1,9.0,7.9,7.5,8.3,6.583,10.0,6.875,7.9,8.7,0,7.515,1
2022,0,7.0,1,2022,1,9.0,6.8,5.0,2.1,5.5,10.0,6.875,2.5,1.8,0,5.666,1
2022,0,8.0,1,2022,1,10.0,9.6,7.5,8.5,8.5,10.0,6.875,8.8,8.2,0,8.616,1
2022,0,8.0,1,2022,1,8.0,9.0,7.5,9.3,7.167,10.0,6.875,9.5,9.0,0,8.098,1
2022,0,9.0,1,2022,1,10.0,9.6,7.5,9.7,9.0,5.0,6.875,9.7,9.6,1,8.453,1
2022,0,7.0,0,2022,1,10.0,9.1,7.5,8.4,8.0,10.0,6.875,8.5,8.2,0,8.398,1
2022,0,9.0,1,2022,1,8.5,8.9,7.5,9.5,9.083,5.0,6.875,9.6,9.3,1,8.154,1
2022,0,7.0,0,2022,1,10.0,7.1,5.6,7.7,7.333,10.0,6.875,8.4,6.9,0,7.523,1
2022,0,7.0,1,2022,1,8.5,8.7,7.5,8.9,8.25,10.0,6.875,9.4,8.4,0,8.325,1
2022,0,7.0,0,2022,1,9.5,8.5,7.5,8.1,7.75,10.0,6.875,8.9,7.2,0,8.136,1
2023,0,8.0,1,2023,1,9.5,10.0,8.13,9.6,8.92,10.0,8.4375,9.8,9.4,0,9.31095,0
2023,0,9.0,0,2023,1,8.5,9.1,8.14,8.9,8.585,5.0,7.5,8.5,9.2,1,8.2212,0
2023,0,7.0,0,2023,1,0.0,7.6,3.14,6.3,6.26,10.0,5.9375,7.0,5.5,0,5.92975,0
2023,0,9.0,1,2023,1,0.0,7.6,8.14,6.3,8.5,10.0,7.5,7.0,5.5,0,7.034,0
2023,0,8.0,0,2023,1,8.5,8.7,7.52,7.4,7.915,10.0,7.5,7.3,7.5,0,8.1552,0
2023,0,9.0,1,2023,1,0.0,8.3,8.76,8.6,8.415,10.0,7.5,8.2,8.9,0,7.679,0
2023,0,8.0,0,2023,1,9.0,8.6,8.76,8.9,8.415,10.0,7.5,8.7,9.0,0,8.6992,0
2023,0,9.0,0,2023,1,10.0,9.5,8.76,7.1,8.67,10.0,7.1875,7.8,6.3,0,8.63895,0
2023,0,8.0,1,2023,1,9.0,10.0,8.76,9.6,8.75,10.0,8.125,9.8,9.4,0,9.2587,0
2023,0,9.0,1,2023,1,0.0,8.5,8.76,1.5,5.165,5.0,5.0,2.0,1.0,1,4.909,0
2023,0,9.0,0,2023,1,9.0,9.5,3.76,6.9,6.84,5.0,4.375,6.8,7.0,1,6.8617,0
2023,0,10.0,1,2023,1,0.0,6.7,2.52,4.3,8.5,5.0,6.25,5.5,3.0,1,5.267,0
2023,0,9.0,1,2023,1,8.5,9.7,7.52,7.0,8.67,5.0,6.25,7.2,6.8,1,7.8012,0
2023,0,9.0,0,2023,1,0.0,8.2,7.52,4.8,6.67,5.0,6.25,6.3,3.3,1,5.811,0
2023,0,9.0,0,2023,1,9.5,9.5,7.52,7.3,9.845,5.0,7.5,7.0,7.5,1,8.2712,0
2023,0,9.0,0,2023,1,10.0,9.4,7.52,7.5,8.835,10.0,7.5,7.3,7.7,0,8.6492,0
2023,0,9.0,0,2023,1,9.5,9.5,7.52,6.9,7.5,5.0,5.0,7.5,6.2,1,7.4722,0
2023,0,10.0,0,2023,1,0.0,9.5,2.52,8.1,7.34,5.0,5.0,8.0,8.2,1,6.24,0
2023,0,9.0,1,2023,1,0.0,9.8,2.52,8.2,8.915,5.0,6.875,8.2,8.2,1,6.8225,0
2023,0,7.0,1,2023,1,0.0,9.4,2.52,6.3,8.585,10.0,6.25,6.3,6.2,0,6.724,0
2023,0,8.0,0,2023,1,10.0,8.9,7.52,7.3,6.25,10.0,5.0,7.5,7.0,0,7.7322,0
2023,0,8.0,1,2023,1,9.0,8.6,2.52,4.7,4.16,10.0,3.75,4.8,4.5,0,6.0092,0
2023,0,9.0,1,2023,1,9.5,9.7,6.89,8.4,8.17,10.0,6.25,8.0,8.7,0,8.5082,0
2023,0,9.0,1,2023,1,9.0,9.7,4.39,8.8,8.66,10.0,6.875,8.4,9.2,0,8.4587,0
2023,0,7.0,0,2023,1,9.0,9.8,7.52,8.7,8.665,10.0,7.5,8.5,8.8,0,8.8252,0
2023,0,9.0,1,2023,1,8.5,9.4,7.52,8.1,9.0,10.0,7.5,7.6,8.5,0,8.6422,0
2023,0,8.0,0,2023,1,8.9,8.9,7.52,8.4,9.09,10.0,7.5,7.8,9.0,0,8.6718,0
2023,0,9.0,0,2023,1,9.0,10.0,7.52,8.8,8.83,10.0,7.5,8.2,9.3,0,8.9182,0
2023,0,9.0,0,2023,1,8.5,9.5,6.89,9.1,9.0,10.0,7.5,8.7,9.5,0,8.8092,0
2023,0,8.0,0,2023,1,0.0,9.1,2.52,8.3,8.16,10.0,6.25,8.0,8.6,0,6.989,0
2023,0,9.0,1,2023,1,9.5,9.5,6.89,7.5,7.995,5.0,7.5,6.2,8.8,1,7.8882,0
2023,0,8.0,0,2022,2,9.0,8.1,7.52,6.5,5.84,10.0,6.875,8.3,4.7,0,7.4277,0
2023,0,8.0,0,2023,1,8.0,9.6,6.89,8.3,10.01,10.0,7.5,8.5,8.0,0,8.8112,0
2023,0,9.0,1,2022,1,8.5,9.0,7.52,8.5,9.01,5.0,7.5,8.7,8.2,1,8.1442,0
2023,0,9.0,0,2023,1,9.5,10.0,7.52,9.3,10.01,5.0,7.5,9.5,9.0,1,8.8042,0
2023,0,9.0,1,2023,1,9.5,9.9,7.52,9.4,10.01,5.0,7.5,9.3,9.5,1,8.8142,0
2023,0,9.0,1,2022,1,9.0,9.8,6.89,9.1,10.01,5.0,7.5,9.3,8.8,1,8.6112,0
2023,0,8.0,1,2023,1,9.5,9.5,7.52,6.8,9.5,10.0,6.875,6.8,6.7,0,8.5397,0
